SRR3405783_2	SRR3405784_2	SRR3405785_2	SRR3405786_2	SRR3405787_2	SRR3405788_2	SRR3405789_2	SRR3405790_2	SRR3405791_2	SRR3405792_2	SRR3405793_2	SRR3405794_2	SRR3405795_2	SRR3405796_2	SRR3405797_2	SRR3405798_2	SRR3405799_2	SRR3405800_2	SRR3405801_2	SRR3405802_2	SRR3405803_2	SRR3405804_2	SRR3405805_2	SRR3405806_2	SRR3405807_2	SRR3405808_2	SRR3405809_2	SRR3405810_2	SRR3405811_2	SRR3405812_2	SRR3405813_2	SRR3405814_2	SRR3405815_2	SRR3405816_2	SRR3405817_2	SRR3405818_2	SRR3405819_2	SRR3405820_2	SRR3405821_2	SRR3405822_2	SRR3405823_2	SRR3405824_2	SRR3405825_2	SRR3405826_2	SRR3405827_2	SRR3405828_2	SRR3405829_2	SRR3405830_2	SRR3405831_2	SRR3405832_2
YCL025C	2083.38767468942	1822.19276217864	5745.73178169749	5004.80488824998	2737.42673357438	1488.10441056824	1296.5933597616	1306.17226111413	1367.14151779531	1342.72963543749	1370.18257084811	1316.48602430746	1531.87026570556	1837.65808691264	2294.86812140853	2519.85431789351	2674.73465987206	2364.92291721512	1915.64337754857	1806.21451585877	1651.78235325324	1493.80950779258	1412.93050304274	1539.17163931994	1369.58580457936	1561.19498530244	1593.84608545367	1878.96292284007	1895.02078085233	1833.31507800621	1929.72360080367	1884.34328868661	1757.60456721217	1790.997405113	1667.77214871088	1588.83866783354	1442.32805717444	1681.51582797069	1669.46463384285	1725.88044343538	1846.82785555335	1997.32254003584	1889.77260896666	1958.67081701122	2127.41189531173	2077.79424130242	2168.8424202079	1952.14158284927	2096.46519997054	1944.77318726959
YBR103W	441.787153302532	478.164058160351	481.836772811865	370.140437373734	349.318499709732	452.069607811326	581.199593097993	626.962685334784	658.220379419991	649.736365339903	678.018071562743	544.495636115833	584.429412784689	527.437173009096	524.719055324318	469.339954327362	496.652825246641	479.300952585626	478.542734591302	562.069466290965	575.507878735293	543.669726441247	545.402803232136	653.930549586776	625.167135071844	546.355445379375	572.092798829042	531.414925471474	574.471586433459	538.666347005607	559.053600232828	522.007617931787	537.400613898858	536.642491212485	545.996834399394	523.12627608064	556.469129325086	576.420500656965	578.151301406651	559.177966081336	602.742853178987	532.187423781561	543.202414075136	534.45438451983	521.637571388245	517.123365337577	520.63121356478	540.453311420852	558.713562927779	546.916516621079
YCR065W	209.641625025598	684.01460829502	420.012502573275	752.935248674775	1538.97867324948	1752.90242137978	1608.47912866929	1454.38282788545	1331.56203782666	1157.3429007617	837.670613003747	641.460612410434	553.069785757217	431.158958888388	516.423101880456	654.645696812599	761.701555218333	920.517914752627	983.589374483046	1181.69288664658	1251.38262314984	915.519303488326	1100.10885257484	1045.24537314269	907.034398283427	758.617675883086	662.247500590038	657.858077455536	699.498830707028	553.69351977615	702.861600292719	788.222029254532	993.257807407213	890.338678602532	840.835124975067	790.985244577073	652.541153894664	897.618671203767	708.129842160847	798.174095140569	732.396898772496	789.488473888124	760.48337970519	703.648509973035	835.489510173506	843.580741656803	932.229712246883	925.734453596221	903.396853287839	946.304136806367
YKL004W	1825.18499527936	1990.19635018092	2119.68926532307	2202.91559451205	2652.84332326731	3045.68054260415	3552.90642978216	4083.78755923847	4927.75797565777	5404.46471278653	5089.68260277427	4645.92766226917	4656.4294677154	4361.82170059903	3895.98713607404	3312.71987180575	3001.65596403273	2911.10307248712	2804.99664429671	3063.82963978213	3460.52140070702	3538.98218155151	3552.67710847372	3807.05843895067	3598.02356928632	3484.11495513192	3411.40939379574	3232.70044513096	3466.44163534955	3385.73761883996	2974.12920123863	3142.46691230442	3157.59702572382	3216.10220258112	3094.31296876893	3519.9415731903	3446.11599819706	3271.88082375919	3587.91413471485	3604.09811417187	3581.81672521306	3489.29841331563	3398.35054138936	3451.56015924538	3365.43173140649	3533.36630380837	3541.74602177227	3307.05954845617	3751.97646489193	3311.65694043434
YOR233W	338.742964730627	639.705969701011	430.807216424458	549.410734677252	661.288480582575	816.544436380815	1029.13048968944	1144.10027442895	1191.91257894971	1348.90919326002	1202.44635642275	1170.10620432427	904.677725156136	799.527778132835	718.63696707461	666.79689304114	668.89269393487	596.339557286767	712.660564745201	816.776326832405	829.628240774253	875.769865941915	991.95861653947	899.154505681817	863.670203943184	860.352827781314	921.581395779079	733.016594369138	648.83419577264	633.453129096722	640.844400266891	607.272020134801	664.136773300966	653.915762893535	649.239872176734	599.820938000559	638.816578956153	720.525625821206	673.525165726288	698.744407860201	642.331874734257	658.061318797721	617.535376001207	537.440163204299	670.304279233895	639.893660705491	670.55119652846	622.202551803838	641.231258375574	574.629127001283
YNL165W	448.893649066111	508.626247193733	566.231808375654	507.229488252895	606.364188175384	792.380359348583	782.953591975958	722.926361661537	584.392958485046	484.653892080987	411.256863079041	353.362750150515	287.938393615871	226.044502718184	294.506347257127	306.817704770638	387.121646614806	435.64369527647	419.645167256988	438.38969266267	489.021537032957	469.299811031831	486.094609277255	380.879761594425	396.30055383167	350.421078760565	329.454218780927	308.592028268793	306.439324199925	284.360346273346	324.46680013513	345.794520045558	406.734651104437	350.881628869702	393.117720767564	357.145291328577	313.169846324208	357.658503419683	346.046764345587	338.425816339601	330.568329986505	279.514090403533	297.331847704285	337.392991344921	333.848045688477	323.667142333592	317.103479117117	337.594085285294	315.4582732223	334.996554890109
YBR202W	633.662538919181	1064.3304228936	1180.54916027021	2461.27572886124	2481.47953095687	1645.17091127774	946.763031431921	618.432580772406	466.980674588507	556.160204027362	947.810657415578	1585.0044202002	2112.49851157783	2567.07020910975	2661.96406129946	2756.80264435004	2620.38712848985	2246.95543469889	1899.44654653163	1611.51071381026	1413.67798041842	1105.29081177442	982.655370428901	1021.76648372934	1144.33290620087	1286.13327831834	1676.2096401489	1726.87745332078	1859.06523347954	1477.28667698104	1831.75440076287	1638.97128679127	1710.44692650441	1485.14871256882	1413.63544033589	1010.76696231774	860.905155233878	1238.78321451429	1124.22997587395	1275.25415429316	1413.32806952314	1426.26229573458	1467.59950469423	1440.14058547522	1674.45660415627	1503.93611825695	1451.04371389695	1511.60400967429	1427.72804311237	1442.68589332237
YOL007C	315.054645518695	277.852087849934	219.819627514985	1275.9827043368	4055.60975134696	5699.70166997755	4916.13413779703	4010.21540738796	3457.43596595338	2312.92021357411	1641.99607494703	1038.64407300178	636.695457830474	451.042503108969	499.83119499273	925.009812897617	1398.8218461913	2009.16271403626	2760.82346879597	3033.21583442859	3101.76324253437	3044.03757210264	2835.16425219605	2119.18716667948	1865.86491758437	1463.22780199304	1311.13874906734	1137.98836785655	1099.09570946373	1007.97651199332	1423.69920059293	1487.39012731925	1827.35857742573	1843.53583082611	1881.20727488518	1606.00911453203	1112.93825865017	1619.88050335225	1194.28334524148	1249.71258324866	1201.52680420245	1139.34385856539	1072.11002777987	1105.73337281477	1285.83661347202	1376.51543291298	1467.39862112935	1457.10451608563	1417.4133311814	1465.50804304724
YDR150W	589.839148377106	593.551137832251	771.331371548118	630.60963404414	526.174721260886	482.274704101616	617.293198401849	815.691248777398	941.96673216996	1112.32040805472	1249.93793520583	1112.30016076402	1246.782747274	1204.52417883625	977.885512195321	858.178233640647	775.915524964449	707.804895097378	721.495199845348	942.905204888983	920.385512931025	870.640906258507	1076.85073729842	1046.11496163948	1176.85605195605	1147.97443006149	1156.42882876143	1169.82021031408	1077.84924965254	844.989484251285	850.264800354108	822.327790135737	888.13556666283	867.822210439771	982.794301918909	960.400318668834	974.444820634287	993.110019204168	975.683072154874	950.511322441683	1052.0782478313	939.426495892669	988.247198940203	914.643537008797	968.507090877508	1004.48423482839	1048.5312747884	1016.56694291065	970.442480839173	1024.55150729165
YGR113W	262.940343252445	340.622659191447	358.188232334686	359.595125767645	397.65187702806	479.254194472587	569.168391330041	667.48068200608	651.104483426261	740.664144728503	749.76066929889	630.272345914903	549.268618844797	541.041703265283	424.130619817483	463.264356213092	396.31892115641	378.982148556076	509.463957441817	504.515512226313	479.411943510476	598.806043037883	686.114400654499	596.537708798575	645.644671288071	606.642942800547	587.675092960572	569.436292851297	486.21706106388	350.248719190341	433.221600180423	427.269393261771	393.962790079419	435.318384480058	473.528163651838	375.460434473632	356.838948401288	541.696374111365	426.228331693954	481.641053981966	464.181277735541	492.389059916157	458.386598544106	401.089603280245	484.253545438754	420.395253835584	427.044799957149	453.405509161191	428.060545135437	449.922380290366
YJL134W	1112.16658700021	1222.17994788476	1305.17903837022	1262.27379924889	1255.56932442838	1470.98818933708	1917.58846639975	2171.9778741955	2042.2621502004	1986.28644295487	1799.62769814195	1724.85775139433	1732.38182033575	1623.12510979585	1530.60341039268	1479.40814082476	1489.1223598725	1522.43073892992	1544.58870334239	1647.02272802037	1770.30067336385	1840.01428642262	1714.12309587243	1840.91884770639	1680.36253068444	1799.83299592792	1601.63723251944	1596.89742995255	1600.02185808921	1581.32095000788	1500.99600062512	1512.96944798015	1541.46538063493	1575.21458521986	1561.55094638227	1547.62959575717	1594.54607012883	1627.69343182501	1688.87701330614	1744.12442275288	1571.68415574422	1640.06280859291	1583.86388104013	1611.32523005141	1665.76264463313	1649.02828550994	1671.83496153437	1538.85375646862	1730.29292642095	1630.15355177669
YOR126C	933.31977695012	687.706994844521	655.533532053617	711.808533411027	754.659777674799	708.812926278784	583.050547216139	440.366648032765	361.131721681779	371.656263326221	402.162730971642	431.680615619231	476.096155780697	522.204661372101	623.233502470189	750.336367112353	719.059645979985	738.457862995296	680.266902711328	602.479689357636	593.659333166647	544.951966362099	493.072043860182	482.621615718963	498.688234912801	580.267162678784	539.815189556586	591.541739002357	625.953392899046	839.209802416461	681.290400283736	743.695063659624	661.18942075673	609.82101274146	614.494619078591	631.872438504405	678.742615140912	598.991182911605	612.75597784121	550.968175388461	567.112733779244	566.432527572722	588.94577526041	607.10833250856	563.368577099305	566.417499083785	500.641882502956	557.105934461831	508.859121928069	520.018983016764
YDR379W	671.563849658272	878.787998781186	730.115191389058	779.298527689999	670.076367367726	544.698569768213	393.327750106126	368.927022322849	347.789416693536	414.913168083905	493.104052045631	553.819191528776	636.695457830474	622.668884802405	698.934077645436	956.906702997535	865.379922778238	748.675518961269	771.558132079515	673.503717777845	572.304680894465	551.363165966359	546.565708995957	539.144868010374	572.166453100436	551.379403497806	631.082912326978	632.215759920306	648.83419577264	569.876628913657	631.856400263148	567.481965773395	620.908935985518	587.304544578699	564.8585432241	486.49598979053	430.452577616939	510.444660220324	493.749651566264	505.358227094715	529.503163301737	540.517313892925	543.202414075136	499.6202998677	599.883207096482	599.900306911398	546.980786328093	553.321247407063	522.612071169369	549.361746948744
YDR380W	1126.37957852737	1329.25915782028	2386.61309873413	2719.63586321043	2429.85069609411	1974.4064608419	1373.40795566468	1050.26912424279	802.317273293016	696.524445996173	548.679303813069	492.283725803356	477.996739236908	455.228512418565	491.535241548867	650.088998226897	661.367651128102	782.115120304452	1079.29792140131	1141.28266357991	1200.1314576966	1204.02328568003	1183.83806756997	1029.59278020046	941.966665946401	835.233037189159	737.9329292289	699.416316219528	681.521057020632	706.277120215506	709.15320029534	801.485380708334	790.872932703073	880.956816868048	883.522150209928	922.625335932157	858.40977797233	886.333330076447	865.96092736237	905.813573113811	827.410550505144	899.628132027265	810.038687655904	844.975367704536	875.481723979938	896.595187383857	925.869470545393	966.609073787714	1093.35946468328	1111.7647223117
YJL102W	183.584473892473	172.619071189162	244.353068085854	263.632790152232	179.053193247441	143.977625650378	201.753998877966	280.427187488177	316.657371720969	376.070233199454	381.953548510755	397.183460591344	379.166399513969	374.647833208842	356.725998086098	355.422489684799	295.98501706618	258.228032594582	282.708323204708	274.299695967704	269.068618629488	333.382379421519	351.197540673998	361.748814665025	356.550042353114	429.548419125853	430.739130635874	415.582387639922	344.846386166315	291.295964475135	307.389600128018	263.372264582644	265.261728981155	305.848692544179	306.75094878075	260.990789817037	270.748432877901	286.474044001202	302.157906428585	311.059847363353	335.516957680914	302.652674046209	350.699102420439	289.620532393428	365.146299971771	303.205426438939	278.94202890818	325.483086710037	326.632544480855	339.071938769551
YML081W	896.602882171626	1119.71622113611	971.524246606408	1143.11177810008	1140.22831037328	1395.47544861136	1529.81357864806	1617.52107764093	1770.07912844025	1810.61044200019	1752.13611935886	1634.41926388879	1564.18018446113	1420.10365828044	1268.24388273052	1295.62129786809	1227.41809337049	1280.92250700693	1295.74648135491	1301.69900363245	1441.43902837225	1383.53687459931	1402.46435116835	1451.34320114405	1439.45033990531	1284.87728878874	1371.24188357467	1269.73682691687	1198.79063627011	1167.49573063447	1214.27880050571	1226.8600094767	1304.69472624805	1260.92221711465	1240.90189636226	1294.65168106609	1290.11004422004	1274.37544422353	1314.97770451323	1242.41499152166	1293.57127931845	1224.49384637044	1244.60061891601	1190.33043554137	1323.22063942151	1275.13693143493	1303.84954880534	1402.60502249697	1389.9074326988	1375.84959769952
YMR058W	9001.56130053415	12102.7200126262	11040.048256891	7094.88564857687	7571.8629512553	9494.46860058087	10315.3673004303	11210.6899211053	12674.3002518317	15005.731981043	16259.2977489063	17265.3599136866	18422.3554410471	18523.0911949623	17412.1692844874	15957.5584471303	14264.1366981611	12915.1171409894	12755.7406454291	12865.145561771	12039.752951056	13050.6379144316	14739.8305564335	16725.6651472767	18771.8779055099	21032.8006628115	20645.4267032683	21763.2538446413	22659.3493886392	19061.3906912499	20276.0292084443	19355.0193000842	19310.07141898	18655.8320590214	17588.0471182801	17229.9709137107	15964.1760307499	18579.1439082234	18490.713447032	20381.2614945437	19573.8019824644	20796.9589780377	20133.7498283603	19707.1345770524	19890.0405970338	20133.3983623427	20372.7627758281	18628.2296835675	17813.5075047928	17176.927975071
YMR132C	104.228604532501	84.0017940011428	70.6563088441024	93.8532732941947	104.356155573662	109.74518318805	155.480145924304	183.397248091127	223.261236803267	243.651137002463	238.468353038461	281.571373470859	250.877016219769	232.323516682578	209.472824457534	212.645933999452	158.025898942113	132.829527557644	159.023431802648	133.476191341428	163.363089882189	162.844469948204	156.99227811586	210.440416223404	209.593605977844	200.958324737241	195.891697653524	230.780857817063	208.378740455949	241.590700695648	189.646800078982	202.739800793834	142.455372971361	169.81169739416	187.624366729974	164.836288305497	203.373246816119	207.476656109962	211.848141099371	204.332568355986	215.760167476222	212.874969512624	221.092912395494	224.928660896614	164.315834987297	163.693727157219	175.360949769638	154.415231834529	194.260408033351	143.453512556349
YHR005C	3112.64514444786	2973.2942689855	1294.38432451904	818.316180632529	842.538645526304	688.676195418591	554.360758384869	570.45074260903	443.854012608886	485.536686055634	431.466045539927	579.925146685014	936.987643911712	1315.45342554054	1796.07392059628	2329.99187682257	1994.97245966075	1843.82246295052	1699.19481759496	1605.38795273955	1394.45879337346	1264.28856196007	1111.73791021305	972.199939412254	956.421397393149	962.087979679543	1178.68924894933	1444.81196043326	1444.75926716124	1678.41960483292	1647.50040068613	1567.91761828876	1443.2202958271	1381.94823348949	1222.04018753755	1238.56155518436	1331.28376903558	1085.12895455001	1140.26628934363	1148.45849803654	1245.07472791324	1239.30253990176	1322.74552760752	1351.56248450266	1302.35513656599	1194.22014585153	1241.1557377478	1176.28073662185	1134.61831240718	1045.74350346475
YDL154W	374.275443548525	416.316583456213	381.74033528272	358.540594607036	272.424490339666	314.133001419006	359.085098920416	353.999339338688	289.972761744482	248.065106875697	256.656617253259	260.127196021092	248.026141035453	279.416121415533	250.952591676848	328.082298170583	341.135273906783	323.249479650771	362.220039106032	355.120142101046	382.24827567205	368.002857284523	327.939425397574	334.791571264506	297.526555612227	311.485403342724	288.272441433311	252.886303968123	269.666605295934	300.543455410854	315.478800131387	332.531168591755	312.419369688916	305.848692544179	294.838290575673	338.830148183522	346.857439355099	276.924909201162	302.157906428585	286.43047528473	274.153974270245	270.258656946462	269.695233654848	278.672677217044	252.124826170985	305.995660424574	302.565783799427	267.955843477565	277.637662808727	275.49595025026
YOR176W	2499.11767685882	2551.43910570504	2217.82302760655	1871.79281008085	2078.33522468809	2261.35487559964	2517.2976006792	2145.32129743807	1968.43472926546	1619.92694347652	1395.44404892421	1330.47135742687	1083.33257003991	1096.73443911415	1217.43116788686	1329.03708749658	1515.8780676299	1896.76849841056	1899.44654653163	1913.97511070322	1948.61201983657	1697.68565520805	1738.54411691267	1564.38970572687	1606.8843124968	1526.02727847343	1529.29086690876	1435.96978197284	1522.39056262523	1505.0291497882	1627.7268006779	1652.23463824508	1839.14798760267	1761.9136337361	1804.76771806927	1832.65901095209	1634.47210631359	1721.44857349813	1677.06078232849	1589.96279752001	1621.17043268831	1597.48781469039	1538.12051985486	1648.14983382652	1610.12130368505	1809.00170068631	1680.01241515057	1751.55316894657	1866.10330017878	1921.95103754472
YPR091C	1187.96920847839	1488.03177944882	1518.12930252537	1239.07411371549	1044.66004158477	947.433186972067	933.806352604896	1052.40165038339	1025.57851009628	1085.83658881533	1216.59278414537	1296.90655794028	1409.28263277999	1480.80079326958	1383.35023676411	1148.28804359704	1263.37107566948	1163.88390230579	1114.63646180189	1007.80647223848	1019.68464599667	1048.87225525693	1071.03620847931	1033.94072268441	1080.4911756444	1158.02234629835	1174.23716491175	1204.30470630973	1291.94819082688	1199.86194890949	1210.68360050421	1257.17624137111	1213.32679737676	1249.66398303327	1228.98923815718	1190.48430442859	1050.55382711149	1137.21514436841	1125.91800887076	1223.25881323829	1271.79731746305	1231.8981931361	1204.5751778789	1282.88957475989	1161.51299229116	1261.18576150675	1193.90822796531	1246.67591584054	1179.3153974414	1220.16993350485
YBR187W	3691.8245491796	3132.98998725141	2972.47165956647	2847.23413364411	3508.56379897134	4700.91981931199	5734.25585801777	5795.13978706556	6208.6192545291	5514.81395961735	4844.1410358745	4696.27486149906	4558.54941972057	4042.63849074233	4172.86458226296	4216.46509130342	4134.59296438491	4406.59635477948	4714.75026511184	5408.84712986317	5390.98196611223	5589.28381499386	5378.43915767298	5267.09752506263	4885.69922900077	5108.10941691475	4415.35434427005	4534.26911450536	4336.72931607733	4841.06150484867	4732.1820019708	4769.1222298886	5079.27088456508	5039.93612376481	4890.14619318439	5428.15054961574	5285.20903995754	4950.79234223896	5117.27202982266	5368.290914174	4956.54549871981	5139.54219871132	4806.86487121927	5160.42082632276	4843.40485033986	5287.49340277721	5249.92522160087	4890.57261217104	5576.82091734681	4991.53017554022
YDR219C	260.571511331252	287.083054223686	282.62523537641	279.450757561366	274.621462035953	311.112491789977	453.483758945886	616.300054631812	617.303977456045	660.329893035662	646.693838748369	560.345680317835	471.344697140172	525.344168354298	401.31674784686	309.855503827773	352.004780183225	329.75162435639	388.723944406473	429.81782716368	424.957580216413	533.411807074431	540.751180176851	524.361863564928	508.324722543966	453.412220188401	508.650601293525	493.393558091652	415.940309380698	304.011264511748	372.103200154969	345.794520045558	367.436617181303	434.380198306609	501.324366130353	407.511934977479	403.003427739917	463.567089383764	395.843737751415	380.386968769848	453.294296807842	473.878193002016	422.17310427243	425.971092317481	429.481600442988	395.283147964875	427.953405914505	391.336641462998	434.077460428505	383.086084667522
YDR208W	864.623651235518	1437.26146439318	1215.87731469226	1162.09333899104	1322.57696116515	1364.26351577806	1470.58304686737	1540.75013657953	1715.82042148806	1913.0145430592	1858.23432727852	1829.28157201929	1687.71810911481	1598.00905393827	1441.42191087115	1420.17105921063	1253.33768526046	1277.20699574658	1238.32135320395	1245.36960178194	1337.86896485217	1351.48087657801	1548.99047740982	1472.21332506704	1593.63414200395	1543.61113188793	1552.66430810606	1519.08625950082	1327.08656666847	1338.57431294526	1220.57040050833	1171.9118391681	1281.11590589417	1155.84536568843	1209.13480781539	1227.1145907187	1205.26721732743	1377.67972069669	1347.89434795098	1247.88818531691	1345.0370073403	1257.8134068159	1209.3401113357	1222.17874150903	1279.75084180583	1233.28342165041	1256.60203902285	1198.98885895046	1199.94482130335	1243.80716000561
YIL092W	183.584473892473	208.619840046794	215.894277023646	238.324042297618	253.750230921221	210.428837489014	179.542549460208	182.33098502083	200.134574823646	283.376865861561	305.158655159387	327.256794994277	283.186934975345	324.41572149369	279.988428730368	265.807417499315	245.818065021065	225.717309066487	181.110019553016	146.946265696984	181.514544313543	160.2799901065	205.83432019635	247.832721585414	203.570801208366	234.870042036651	229.282327935375	243.159907661656	229.625200267144	215.004164255457	239.979600099944	232.108650441539	208.27957979261	183.884489995886	153.87183514892	162.546895412365	178.419474200644	206.608552946322	201.719943118525	197.034976628986	204.873186548523	234.162466463887	213.469018864615	198.056652736399	219.957175935377	203.687080951312	219.882641680064	205.130038368419	208.01335727465	206.214424299751
YGR044C	482.057295962816	378.46962132383	238.465042348846	131.816395076116	74.6970376737792	59.4033560375685	52.7521923671745	60.7769950069434	53.3692199529722	50.3192565548566	45.4706605369947	40.0912882756521	51.31575331768	66.976148953536	326.653166852095	552.879428398576	771.734945627356	716.164795433174	615.479578643582	537.578422008135	468.734617374385	387.236456097303	280.260289080905	245.223956095041	224.048337424592	199.702335207634	223.7172228884	370.48727749176	453.530199815888	576.812247115446	660.618000275126	693.483804584516	705.399708920256	618.264688302496	616.48006211277	510.534615168415	475.369368324793	439.260200801844	419.476199706723	456.099482937468	511.688103601865	584.943394486864	635.642123137045	711.610586464951	754.635686608328	740.34208418833	743.23967311691	754.666598720714	677.332750133984	709.116795022859
YLL021W	482.057295962816	589.85875128275	723.245828029215	987.041166329958	1393.9785412945	1946.21503763763	1887.9732005094	1804.11711494295	1464.09560070987	1438.95417867397	1296.41905486587	1042.37349516695	938.888227367922	825.69033631781	824.41037348386	862.734932226349	1134.60923208702	1162.02614667562	1160.28207648599	1110.66885822637	1212.94424905991	1159.14488845021	1230.35429812281	1340.03587355482	1131.08273570802	1037.44735145601	986.13661432399	950.534184495565	969.982607534162	790.660475003938	987.781200411379	1003.27779925547	1005.04721758415	1147.40169012739	1097.94999790133	1006.18817653147	964.463311588098	1093.80998618641	989.187336129335	966.018704861557	955.08514502089	895.925958644437	930.11501076725	910.662498762839	944.164004212724	881.713939460474	1006.73540075005	1030.19181630781	947.23437899448	936.523215495707
YKL019W	2702.83722208144	2200.66238350247	2422.92259077901	2125.9348197876	1965.19118232928	1886.81168160006	1716.75994458085	1590.8645008835	1546.81789163698	1502.51534484852	1541.96062176564	1555.16904287878	1500.51063867809	1537.31191894913	1635.33982262144	1499.15383469614	1690.62628392038	1713.77956883814	1766.92702002942	1824.58279907089	1751.08148631889	1804.11156863876	1751.3360803147	1585.25982964986	1602.06606868122	1711.91372885537	1559.34243416243	1512.01251673248	1585.31277052761	1698.07052307132	1615.14360067266	1646.55034476487	1743.85025533907	1669.0332025647	1725.34999670208	1776.56888507036	1889.00058699144	1757.04080320737	1661.86848535722	1636.48494477964	1657.79027762693	1606.74324814746	1601.97062817597	1613.31574917439	1630.98680654058	1674.14039138065	1648.21120664312	1718.24792286461	1717.39953650723	1775.23721788481
YHR057C	1363.26277064669	1273.87335957777	1579.95357276396	1620.81439385592	1398.37248468707	1465.95400662203	1317.87933212029	1149.43158978044	973.098777142527	936.64440710005	846.764745111146	973.379185111181	1131.79744817327	1169.98960203208	1267.20688855003	1325.99928843944	1545.97823885697	1482.48899288112	1360.53380542266	1362.92661433953	1321.85297564804	1278.39320108944	1172.20900993175	1106.11656791806	1126.26449189244	1164.30229394639	1097.43871526349	1200.76783492556	1291.94819082688	1577.85314090698	1392.24120057982	1455.17913093144	1275.2212008057	1325.65706308259	1319.32689621235	1444.60691556623	1701.84729237538	1232.70649236881	1374.9028758999	1313.56651085991	1345.0370073403	1362.3998048808	1367.53590210144	1504.83245697204	1492.75285012269	1449.99159453468	1427.4199590057	1406.38970955174	1373.57580547475	1385.63051901018
YBR092C	3024.99836336371	2187.73903057921	1539.71873022773	2004.66373631757	3841.40501095891	4393.83467369405	4535.76306651793	3621.02938672947	3263.52780012425	4151.78006276299	6989.34575409761	12313.619633873	17782.8091080323	19673.1972527738	17464.0189935116	18893.5912358513	9819.34474696388	7542.48785851799	6989.66880339973	5174.95765696214	3810.7376979708	3750.55176849209	3348.00569404119	3724.44753175553	5384.38746391357	7179.23615123795	7745.51320437996	9204.70777730124	7942.09011173085	7455.7895669231	7125.68640296762	6123.87884266982	5562.63670181963	4807.2659527496	4060.23100489731	4110.60493961833	4174.76615856892	4576.63987871012	5011.76996752218	5156.66075409101	5251.48370930657	5867.94481178278	5465.37867494895	5228.09847650404	5365.0424217281	4888.48994283149	4531.21790933256	4012.5252154649	3831.0559230294	3861.83376415897
YHL028W	54.4831341874436	35.0776722202574	49.0668811417378	33.7449971394857	14.2803160258696	23.1572404892216	37.9445594220027	40.5179966712956	69.3799859388639	108.583658881533	161.673459687092	231.22417424097	273.684017694293	240.69553530177	238.508661511054	215.683733056587	156.353667207276	147.691572599059	79.5117159013241	93.0659682747568	100.366865679253	102.57919366816	116.290576382118	163.482637396694	234.889386009652	295.157539457823	259.33389518904	291.791889193988	290.913065107128	240.434764328683	256.158000106682	225.476974714638	199.437522159905	210.153702852442	176.704430041986	186.58552079025	172.181031046776	265.639568073842	250.672900025949	298.289061841104	322.650525675451	326.716801034593	220.139925704134	274.691638971086	314.721334737574	262.281994649635	302.565783799427	294.44865286094	261.306035584684	278.756257353814
YJL002C	6169.62273874769	5433.3468075904	5419.92769091635	6457.94882756908	7241.21871096401	8147.32130603397	8246.00059634254	8211.29190435914	8051.63631690508	8202.92161241627	7102.51717587857	7056.99909205606	6893.41619567501	6541.68604857114	6123.45063575119	5824.97969205642	6128.72930817824	6262.49422932615	6957.27514136585	7592.22372767753	7153.80851118082	7378.0085045824	7325.14340630964	7523.67967423508	7179.1832852181	6870.26272695444	6878.46983806124	6616.60214193518	6688.54898287036	6227.0292088395	6297.89160262287	6551.14823593159	6597.15744484613	7004.49797096576	6798.156949031	7194.41716666701	6725.04171987043	6559.38750446389	6523.40351616351	7050.38580724738	6826.13704166744	6770.34957384716	6534.62974265475	6554.77947196946	6348.32924379494	6879.78693057924	7087.12646737396	6876.77637851322	7366.42343737087	6921.63198084382
YLR312C	99.4909406901143	188.31171402454	302.251987833105	100.180460257848	48.3333773183277	32.2187693763083	16.6585870633183	24.5240506168368	32.0215319717833	19.4214674422253	34.3556101835071	41.9559993582406	59.8683788706266	79.5341768823239	77.7745635362132	132.144258985374	66.889269393487	70.5947139467201	41.2282971340199	28.1647009252554	41.641571930754	33.3382379421519	29.0726440955296	50.4361328138737	55.4098038792001	77.871350835681	95.7198068079719	99.0323987567473	101.329269868775	84.383354788432	77.2968000321917	69.1589040091115	85.4732237828166	87.2513141307012	62.5414555766579	57.2348223282976	64.8798088002342	80.7335942185207	80.1815673483676	102.166284177993	100.952004965939	112.916288176262	108.640482815027	128.388483432138	125.193017133179	119.049983387068	102.672473181187	101.429613067779	120.338305861368	122.261516383252
YDL155W	323.345557242872	494.779797633105	339.542817500825	420.757933082963	536.06109389418	692.703541590629	883.830591414941	1021.48002134477	952.640576160554	883.676768621253	917.496883724248	869.887720027521	757.382507299832	680.22651280935	630.492461733568	653.126797284032	663.039882862939	626.992525184685	631.676409660519	724.93491077179	684.416605323419	788.577551323979	823.337280785399	846.979195874361	916.670885914593	864.120796370138	868.156387328118	790.490754361893	681.521057020632	636.920938197617	692.076000288228	737.063387932723	676.908634325984	741.167077024236	716.744935338841	659.345153221988	633.825824433058	747.436823894046	721.634106135309	712.427392348325	702.705132606043	711.742832848731	702.351191532237	637.961378914732	663.349111615385	595.249916935341	672.368408443171	654.750860474842	647.248173668642	690.370029177427
